ID,DATA,CLIENTE,PRODUTO,CATEGORIA,QUANTIDADE,PRECO_UNITARIO,DESCONTO_PERCENTUAL,FORMA_PAGAMENTO,CIDADE,ESTADO,STATUS
190,2025-11-23,CLIENTE_0190,PRODUTO_011,CATEGORIA_11,1,275.30,15,BOLETO,CIDADE_31,UF02,PENDENTE
191,2026-12-24,CLIENTE_0191,PRODUTO_012,CATEGORIA_12,2,276.67,16,CARTAO_DEBITO,CIDADE_32,UF03,CANCELADO
192,2024-01-25,CLIENTE_0192,PRODUTO_013,CATEGORIA_01,3,278.04,17,CARTAO_CREDITO,CIDADE_33,UF04,PAGO
193,2025-02-26,CLIENTE_0193,PRODUTO_014,CATEGORIA_02,4,279.41,18,PIX,CIDADE_34,UF05,PENDENTE
194,2026-03-27,CLIENTE_0194,PRODUTO_015,CATEGORIA_03,5,280.78,19,BOLETO,CIDADE_35,UF06,CANCELADO
195,2024-04-28,CLIENTE_0195,PRODUTO_016,CATEGORIA_04,6,282.15,20,CARTAO_DEBITO,CIDADE_36,UF07,PAGO
196,2025-05-01,CLIENTE_0196,PRODUTO_017,CATEGORIA_05,7,283.52,21,CARTAO_CREDITO,CIDADE_37,UF08,PENDENTE
197,2026-06-02,CLIENTE_0197,PRODUTO_018,CATEGORIA_06,8,284.89,22,PIX,CIDADE_38,UF09,CANCELADO
198,2024-07-03,CLIENTE_0198,PRODUTO_019,CATEGORIA_07,9,286.26,23,BOLETO,CIDADE_39,UF10,PAGO
199,2025-08-04,CLIENTE_0199,PRODUTO_020,CATEGORIA_08,10,287.63,24,CARTAO_DEBITO,CIDADE_40,UF11,PENDENTE
200,2026-09-05,CLIENTE_0200,PRODUTO_021,CATEGORIA_09,1,289.00,0,CARTAO_CREDITO,CIDADE_01,UF12,CANCELADO
201,2024-10-06,CLIENTE_0201,PRODUTO_022,CATEGORIA_10,2,290.37,1,PIX,CIDADE_02,UF13,PAGO
202,2025-11-07,CLIENTE_0202,PRODUTO_023,CATEGORIA_11,3,291.74,2,BOLETO,CIDADE_03,UF14,PENDENTE
203,2026-12-08,CLIENTE_0203,PRODUTO_024,CATEGORIA_12,4,293.11,3,CARTAO_DEBITO,CIDADE_04,UF15,CANCELADO
204,2024-01-09,CLIENTE_0204,PRODUTO_025,CATEGORIA_01,5,294.48,4,CARTAO_CREDITO,CIDADE_05,UF16,PAGO
205,2025-02-10,CLIENTE_0205,PRODUTO_026,CATEGORIA_02,6,295.85,5,PIX,CIDADE_06,UF17,PENDENTE
206,2026-03-11,CLIENTE_0206,PRODUTO_027,CATEGORIA_03,7,297.22,6,BOLETO,CIDADE_07,UF18,CANCELADO
207,2024-04-12,CLIENTE_0207,PRODUTO_028,CATEGORIA_04,8,298.59,7,CARTAO_DEBITO,CIDADE_08,UF19,PAGO
208,2025-05-13,CLIENTE_0208,PRODUTO_029,CATEGORIA_05,9,299.96,8,CARTAO_CREDITO,CIDADE_09,UF20,PENDENTE
209,2026-06-14,CLIENTE_0209,PRODUTO_030,CATEGORIA_06,10,301.33,9,PIX,CIDADE_10,UF21,CANCELADO
210,2024-07-15,CLIENTE_0210,PRODUTO_031,CATEGORIA_07,1,302.70,10,BOLETO,CIDADE_11,UF22,PAGO
211,2025-08-16,CLIENTE_0211,PRODUTO_032,CATEGORIA_08,2,304.07,11,CARTAO_DEBITO,CIDADE_12,UF23,PENDENTE
212,2026-09-17,CLIENTE_0212,PRODUTO_033,CATEGORIA_09,3,305.44,12,CARTAO_CREDITO,CIDADE_13,UF24,CANCELADO
213,2024-10-18,CLIENTE_0213,PRODUTO_034,CATEGORIA_10,4,306.81,13,PIX,CIDADE_14,UF25,PAGO
214,2025-11-19,CLIENTE_0214,PRODUTO_035,CATEGORIA_11,5,308.18,14,BOLETO,CIDADE_15,UF26,PENDENTE
215,2026-12-20,CLIENTE_0215,PRODUTO_036,CATEGORIA_12,6,309.55,15,CARTAO_DEBITO,CIDADE_16,UF27,CANCELADO
216,2024-01-21,CLIENTE_0216,PRODUTO_037,CATEGORIA_01,7,310.92,16,CARTAO_CREDITO,CIDADE_17,UF01,PAGO
217,2025-02-22,CLIENTE_0217,PRODUTO_038,CATEGORIA_02,8,312.29,17,PIX,CIDADE_18,UF02,PENDENTE
218,2026-03-23,CLIENTE_0218,PRODUTO_039,CATEGORIA_03,9,313.66,18,BOLETO,CIDADE_19,UF03,CANCELADO
219,2024-04-24,CLIENTE_0219,PRODUTO_040,CATEGORIA_04,10,315.03,19,CARTAO_DEBITO,CIDADE_20,UF04,PAGO
220,2025-05-25,CLIENTE_0220,PRODUTO_041,CATEGORIA_05,1,316.40,20,CARTAO_CREDITO,CIDADE_21,UF05,PENDENTE
221,2026-06-26,CLIENTE_0221,PRODUTO_042,CATEGORIA_06,2,317.77,21,PIX,CIDADE_22,UF06,CANCELADO
222,2024-07-27,CLIENTE_0222,PRODUTO_043,CATEGORIA_07,3,319.14,22,BOLETO,CIDADE_23,UF07,PAGO
223,2025-08-28,CLIENTE_0223,PRODUTO_044,CATEGORIA_08,4,320.51,23,CARTAO_DEBITO,CIDADE_24,UF08,PENDENTE
224,2026-09-01,CLIENTE_0224,PRODUTO_045,CATEGORIA_09,5,321.88,24,CARTAO_CREDITO,CIDADE_25,UF09,CANCELADO
225,2024-10-02,CLIENTE_0225,PRODUTO_046,CATEGORIA_10,6,323.25,0,PIX,CIDADE_26,UF10,PAGO
226,2025-11-03,CLIENTE_0226,PRODUTO_047,CATEGORIA_11,7,324.62,1,BOLETO,CIDADE_27,UF11,PENDENTE
227,2026-12-04,CLIENTE_0227,PRODUTO_048,CATEGORIA_12,8,325.99,2,CARTAO_DEBITO,CIDADE_28,UF12,CANCELADO
228,2024-01-05,CLIENTE_0228,PRODUTO_049,CATEGORIA_01,9,327.36,3,CARTAO_CREDITO,CIDADE_29,UF13,PAGO
229,2025-02-06,CLIENTE_0229,PRODUTO_050,CATEGORIA_02,10,328.73,4,PIX,CIDADE_30,UF14,PENDENTE
230,2026-03-07,CLIENTE_0230,PRODUTO_051,CATEGORIA_03,1,330.10,5,BOLETO,CIDADE_31,UF15,CANCELADO
231,2024-04-08,CLIENTE_0231,PRODUTO_052,CATEGORIA_04,2,331.47,6,CARTAO_DEBITO,CIDADE_32,UF16,PAGO
232,2025-05-09,CLIENTE_0232,PRODUTO_053,CATEGORIA_05,3,332.84,7,CARTAO_CREDITO,CIDADE_33,UF17,PENDENTE
233,2026-06-10,CLIENTE_0233,PRODUTO_054,CATEGORIA_06,4,334.21,8,PIX,CIDADE_34,UF18,CANCELADO
234,2024-07-11,CLIENTE_0234,PRODUTO_055,CATEGORIA_07,5,335.58,9,BOLETO,CIDADE_35,UF19,PAGO
235,2025-08-12,CLIENTE_0235,PRODUTO_056,CATEGORIA_08,6,336.95,10,CARTAO_DEBITO,CIDADE_36,UF20,PENDENTE
236,2026-09-13,CLIENTE_0236,PRODUTO_057,CATEGORIA_09,7,338.32,11,CARTAO_CREDITO,CIDADE_37,UF21,CANCELADO
237,2024-10-14,CLIENTE_0237,PRODUTO_058,CATEGORIA_10,8,339.69,12,PIX,CIDADE_38,UF22,PAGO
238,2025-11-15,CLIENTE_0238,PRODUTO_059,CATEGORIA_11,9,341.06,13,BOLETO,CIDADE_39,UF23,PENDENTE
239,2026-12-16,CLIENTE_0239,PRODUTO_060,CATEGORIA_12,10,342.43,14,CARTAO_DEBITO,CIDADE_40,UF24,CANCELADO
240,2024-01-17,CLIENTE_0240,PRODUTO_061,CATEGORIA_01,1,343.80,15,CARTAO_CREDITO,CIDADE_01,UF25,PAGO
241,2025-02-18,CLIENTE_0241,PRODUTO_062,CATEGORIA_02,2,345.17,16,PIX,CIDADE_02,UF26,PENDENTE
242,2026-03-19,CLIENTE_0242,PRODUTO_063,CATEGORIA_03,3,346.54,17,BOLETO,CIDADE_03,UF27,CANCELADO
243,2024-04-20,CLIENTE_0243,PRODUTO_064,CATEGORIA_04,4,347.91,18,CARTAO_DEBITO,CIDADE_04,UF01,PAGO
244,2025-05-21,CLIENTE_0244,PRODUTO_065,CATEGORIA_05,5,349.28,19,CARTAO_CREDITO,CIDADE_05,UF02,PENDENTE
245,2026-06-22,CLIENTE_0245,PRODUTO_066,CATEGORIA_06,6,350.65,20,PIX,CIDADE_06,UF03,CANCELADO
246,2024-07-23,CLIENTE_0246,PRODUTO_067,CATEGORIA_07,7,352.02,21,BOLETO,CIDADE_07,UF04,PAGO
247,2025-08-24,CLIENTE_0247,PRODUTO_068,CATEGORIA_08,8,353.39,22,CARTAO_DEBITO,CIDADE_08,UF05,PENDENTE
248,2026-09-25,CLIENTE_0248,PRODUTO_069,CATEGORIA_09,9,354.76,23,CARTAO_CREDITO,CIDADE_09,UF06,CANCELADO
249,2024-10-26,CLIENTE_0249,PRODUTO_070,CATEGORIA_10,10,356.13,24,PIX,CIDADE_10,UF07,PAGO
250,2025-11-27,CLIENTE_0250,PRODUTO_071,CATEGORIA_11,1,357.50,0,BOLETO,CIDADE_11,UF08,PENDENTE
251,2026-12-28,CLIENTE_0251,PRODUTO_072,CATEGORIA_12,2,358.87,1,CARTAO_DEBITO,CIDADE_12,UF09,CANCELADO
252,2024-01-01,CLIENTE_0252,PRODUTO_073,CATEGORIA_01,3,360.24,2,CARTAO_CREDITO,CIDADE_13,UF10,PAGO
253,2025-02-02,CLIENTE_0253,PRODUTO_074,CATEGORIA_02,4,361.61,3,PIX,CIDADE_14,UF11,PENDENTE
254,2026-03-03,CLIENTE_0254,PRODUTO_075,CATEGORIA_03,5,362.98,4,BOLETO,CIDADE_15,UF12,CANCELADO
255,2024-04-04,CLIENTE_0255,PRODUTO_076,CATEGORIA_04,6,364.35,5,CARTAO_DEBITO,CIDADE_16,UF13,PAGO
256,2025-05-05,CLIENTE_0256,PRODUTO_077,CATEGORIA_05,7,365.72,6,CARTAO_CREDITO,CIDADE_17,UF14,PENDENTE
257,2026-06-06,CLIENTE_0257,PRODUTO_078,CATEGORIA_06,8,367.09,7,PIX,CIDADE_18,UF15,CANCELADO
258,2024-07-07,CLIENTE_0258,PRODUTO_079,CATEGORIA_07,9,368.46,8,BOLETO,CIDADE_19,UF16,PAGO
259,2025-08-08,CLIENTE_0259,PRODUTO_080,CATEGORIA_08,10,369.83,9,CARTAO_DEBITO,CIDADE_20,UF17,PENDENTE
260,2026-09-09,CLIENTE_0260,PRODUTO_081,CATEGORIA_09,1,371.20,10,CARTAO_CREDITO,CIDADE_21,UF18,CANCELADO
261,2024-10-10,CLIENTE_0261,PRODUTO_082,CATEGORIA_10,2,372.57,11,PIX,CIDADE_22,UF19,PAGO
262,2025-11-11,CLIENTE_0262,PRODUTO_083,CATEGORIA_11,3,373.94,12,BOLETO,CIDADE_23,UF20,PENDENTE
263,2026-12-12,CLIENTE_0263,PRODUTO_084,CATEGORIA_12,4,375.31,13,CARTAO_DEBITO,CIDADE_24,UF21,CANCELADO
264,2024-01-13,CLIENTE_0264,PRODUTO_085,CATEGORIA_01,5,376.68,14,CARTAO_CREDITO,CIDADE_25,UF22,PAGO
265,2025-02-14,CLIENTE_0265,PRODUTO_086,CATEGORIA_02,6,378.05,15,PIX,CIDADE_26,UF23,PENDENTE
266,2026-03-15,CLIENTE_0266,PRODUTO_087,CATEGORIA_03,7,379.42,16,BOLETO,CIDADE_27,UF24,CANCELADO
267,2024-04-16,CLIENTE_0267,PRODUTO_088,CATEGORIA_04,8,380.79,17,CARTAO_DEBITO,CIDADE_28,UF25,PAGO
268,2025-05-17,CLIENTE_0268,PRODUTO_089,CATEGORIA_05,9,382.16,18,CARTAO_CREDITO,CIDADE_29,UF26,PENDENTE
269,2026-06-18,CLIENTE_0269,PRODUTO_090,CATEGORIA_06,10,383.53,19,PIX,CIDADE_30,UF27,CANCELADO
270,2024-07-19,CLIENTE_0270,PRODUTO_091,CATEGORIA_07,1,384.90,20,BOLETO,CIDADE_31,UF01,PAGO
271,2025-08-20,CLIENTE_0271,PRODUTO_092,CATEGORIA_08,2,386.27,21,CARTAO_DEBITO,CIDADE_32,UF02,PENDENTE
272,2026-09-21,CLIENTE_0272,PRODUTO_093,CATEGORIA_09,3,387.64,22,CARTAO_CREDITO,CIDADE_33,UF03,CANCELADO
273,2024-10-22,CLIENTE_0273,PRODUTO_094,CATEGORIA_10,4,389.01,23,PIX,CIDADE_34,UF04,PAGO
274,2025-11-23,CLIENTE_0274,PRODUTO_095,CATEGORIA_11,5,390.38,24,BOLETO,CIDADE_35,UF05,PENDENTE
275,2026-12-24,CLIENTE_0275,PRODUTO_096,CATEGORIA_12,6,391.75,0,CARTAO_DEBITO,CIDADE_36,UF06,CANCELADO
276,2024-01-25,CLIENTE_0276,PRODUTO_097,CATEGORIA_01,7,393.12,1,CARTAO_CREDITO,CIDADE_37,UF07,PAGO
277,2025-02-26,CLIENTE_0277,PRODUTO_098,CATEGORIA_02,8,394.49,2,PIX,CIDADE_38,UF08,PENDENTE
278,2026-03-27,CLIENTE_0278,PRODUTO_099,CATEGORIA_03,9,395.86,3,BOLETO,CIDADE_39,UF09,CANCELADO
279,2024-04-28,CLIENTE_0279,PRODUTO_100,CATEGORIA_04,10,397.23,4,CARTAO_DEBITO,CIDADE_40,UF10,PAGO
280,2025-05-01,CLIENTE_0280,PRODUTO_101,CATEGORIA_05,1,398.60,5,CARTAO_CREDITO,CIDADE_01,UF11,PENDENTE
281,2026-06-02,CLIENTE_0281,PRODUTO_102,CATEGORIA_06,2,399.97,6,PIX,CIDADE_02,UF12,CANCELADO
282,2024-07-03,CLIENTE_0282,PRODUTO_103,CATEGORIA_07,3,401.34,7,BOLETO,CIDADE_03,UF13,PAGO
283,2025-08-04,CLIENTE_0283,PRODUTO_104,CATEGORIA_08,4,402.71,8,CARTAO_DEBITO,CIDADE_04,UF14,PENDENTE
284,2026-09-05,CLIENTE_0284,PRODUTO_105,CATEGORIA_09,5,404.08,9,CARTAO_CREDITO,CIDADE_05,UF15,CANCELADO
285,2024-10-06,CLIENTE_0285,PRODUTO_106,CATEGORIA_10,6,405.45,10,PIX,CIDADE_06,UF16,PAGO
286,2025-11-07,CLIENTE_0286,PRODUTO_107,CATEGORIA_11,7,406.82,11,BOLETO,CIDADE_07,UF17,PENDENTE
287,2026-12-08,CLIENTE_0287,PRODUTO_108,CATEGORIA_12,8,408.19,12,CARTAO_DEBITO,CIDADE_08,UF18,CANCELADO
288,2024-01-09,CLIENTE_0288,PRODUTO_109,CATEGORIA_01,9,409.56,13,CARTAO_CREDITO,CIDADE_09,UF19,PAGO
289,2025-02-10,CLIENTE_0289,PRODUTO_110,CATEGORIA_02,10,410.93,14,PIX,CIDADE_10,UF20,PENDENTE
290,2026-03-11,CLIENTE_0290,PRODUTO_111,CATEGORIA_03,1,412.30,15,BOLETO,CIDADE_11,UF21,CANCELADO
291,2024-04-12,CLIENTE_0291,PRODUTO_112,CATEGORIA_04,2,413.67,16,CARTAO_DEBITO,CIDADE_12,UF22,PAGO
292,2025-05-13,CLIENTE_0292,PRODUTO_113,CATEGORIA_05,3,415.04,17,CARTAO_CREDITO,CIDADE_13,UF23,PENDENTE
293,2026-06-14,CLIENTE_0293,PRODUTO_114,CATEGORIA_06,4,416.41,18,PIX,CIDADE_14,UF24,CANCELADO
294,2024-07-15,CLIENTE_0294,PRODUTO_115,CATEGORIA_07,5,417.78,19,BOLETO,CIDADE_15,UF25,PAGO
295,2025-08-16,CLIENTE_0295,PRODUTO_116,CATEGORIA_08,6,419.15,20,CARTAO_DEBITO,CIDADE_16,UF26,PENDENTE
296,2026-09-17,CLIENTE_0296,PRODUTO_117,CATEGORIA_09,7,420.52,21,CARTAO_CREDITO,CIDADE_17,UF27,CANCELADO
297,2024-10-18,CLIENTE_0297,PRODUTO_118,CATEGORIA_10,8,421.89,22,PIX,CIDADE_18,UF01,PAGO
298,2025-11-19,CLIENTE_0298,PRODUTO_119,CATEGORIA_11,9,423.26,23,BOLETO,CIDADE_19,UF02,PENDENTE
299,2026-12-20,CLIENTE_0299,PRODUTO_120,CATEGORIA_12,10,424.63,24,CARTAO_DEBITO,CIDADE_20,UF03,CANCELADO
300,2024-01-21,CLIENTE_0300,PRODUTO_121,CATEGORIA_01,1,426.00,0,CARTAO_CREDITO,CIDADE_21,UF04,PAGO
301,2025-02-22,CLIENTE_0301,PRODUTO_122,CATEGORIA_02,2,427.37,1,PIX,CIDADE_22,UF05,PENDENTE
302,2026-03-23,CLIENTE_0302,PRODUTO_123,CATEGORIA_03,3,428.74,2,BOLETO,CIDADE_23,UF06,CANCELADO
303,2024-04-24,CLIENTE_0303,PRODUTO_124,CATEGORIA_04,4,430.11,3,CARTAO_DEBITO,CIDADE_24,UF07,PAGO
304,2025-05-25,CLIENTE_0304,PRODUTO_125,CATEGORIA_05,5,431.48,4,CARTAO_CREDITO,CIDADE_25,UF08,PENDENTE
305,2026-06-26,CLIENTE_0305,PRODUTO_126,CATEGORIA_06,6,432.85,5,PIX,CIDADE_26,UF09,CANCELADO
306,2024-07-27,CLIENTE_0306,PRODUTO_127,CATEGORIA_07,7,434.22,6,BOLETO,CIDADE_27,UF10,PAGO
307,2025-08-28,CLIENTE_0307,PRODUTO_128,CATEGORIA_08,8,435.59,7,CARTAO_DEBITO,CIDADE_28,UF11,PENDENTE
308,2026-09-01,CLIENTE_0308,PRODUTO_129,CATEGORIA_09,9,436.96,8,CARTAO_CREDITO,CIDADE_29,UF12,CANCELADO
309,2024-10-02,CLIENTE_0309,PRODUTO_130,CATEGORIA_10,10,438.33,9,PIX,CIDADE_30,UF13,PAGO
310,2025-11-03,CLIENTE_0310,PRODUTO_131,CATEGORIA_11,1,439.70,10,BOLETO,CIDADE_31,UF14,PENDENTE
311,2026-12-04,CLIENTE_0311,PRODUTO_132,CATEGORIA_12,2,441.07,11,CARTAO_DEBITO,CIDADE_32,UF15,CANCELADO
312,2024-01-05,CLIENTE_0312,PRODUTO_133,CATEGORIA_01,3,442.44,12,CARTAO_CREDITO,CIDADE_33,UF16,PAGO
313,2025-02-06,CLIENTE_0313,PRODUTO_134,CATEGORIA_02,4,443.81,13,PIX,CIDADE_34,UF17,PENDENTE
314,2026-03-07,CLIENTE_0314,PRODUTO_135,CATEGORIA_03,5,445.18,14,BOLETO,CIDADE_35,UF18,CANCELADO
315,2024-04-08,CLIENTE_0315,PRODUTO_136,CATEGORIA_04,6,446.55,15,CARTAO_DEBITO,CIDADE_36,UF19,PAGO
316,2025-05-09,CLIENTE_0316,PRODUTO_137,CATEGORIA_05,7,447.92,16,CARTAO_CREDITO,CIDADE_37,UF20,PENDENTE
317,2026-06-10,CLIENTE_0317,PRODUTO_138,CATEGORIA_06,8,449.29,17,PIX,CIDADE_38,UF21,CANCELADO
318,2024-07-11,CLIENTE_0318,PRODUTO_139,CATEGORIA_07,9,450.66,18,BOLETO,CIDADE_39,UF22,PAGO
319,2025-08-12,CLIENTE_0319,PRODUTO_140,CATEGORIA_08,10,452.03,19,CARTAO_DEBITO,CIDADE_40,UF23,PENDENTE
320,2026-09-13,CLIENTE_0320,PRODUTO_141,CATEGORIA_09,1,453.40,20,CARTAO_CREDITO,CIDADE_01,UF24,CANCELADO
321,2024-10-14,CLIENTE_0321,PRODUTO_142,CATEGORIA_10,2,454.77,21,PIX,CIDADE_02,UF25,PAGO
322,2025-11-15,CLIENTE_0322,PRODUTO_143,CATEGORIA_11,3,456.14,22,BOLETO,CIDADE_03,UF26,PENDENTE
323,2026-12-16,CLIENTE_0323,PRODUTO_144,CATEGORIA_12,4,457.51,23,CARTAO_DEBITO,CIDADE_04,UF27,CANCELADO
324,2024-01-17,CLIENTE_0324,PRODUTO_145,CATEGORIA_01,5,458.88,24,CARTAO_CREDITO,CIDADE_05,UF01,PAGO
325,2025-02-18,CLIENTE_0325,PRODUTO_146,CATEGORIA_02,6,460.25,0,PIX,CIDADE_06,UF02,PENDENTE
326,2026-03-19,CLIENTE_0326,PRODUTO_147,CATEGORIA_03,7,461.62,1,BOLETO,CIDADE_07,UF03,CANCELADO
327,2024-04-20,CLIENTE_0327,PRODUTO_148,CATEGORIA_04,8,462.99,2,CARTAO_DEBITO,CIDADE_08,UF04,PAGO
328,2025-05-21,CLIENTE_0328,PRODUTO_149,CATEGORIA_05,9,464.36,3,CARTAO_CREDITO,CIDADE_09,UF05,PENDENTE
329,2026-06-22,CLIENTE_0329,PRODUTO_150,CATEGORIA_06,10,465.73,4,PIX,CIDADE_10,UF06,CANCELADO
330,2024-07-23,CLIENTE_0330,PRODUTO_151,CATEGORIA_07,1,467.10,5,BOLETO,CIDADE_11,UF07,PAGO
331,2025-08-24,CLIENTE_0331,PRODUTO_152,CATEGORIA_08,2,468.47,6,CARTAO_DEBITO,CIDADE_12,UF08,PENDENTE
332,2026-09-25,CLIENTE_0332,PRODUTO_153,CATEGORIA_09,3,469.84,7,CARTAO_CREDITO,CIDADE_13,UF09,CANCELADO
333,2024-10-26,CLIENTE_0333,PRODUTO_154,CATEGORIA_10,4,471.21,8,PIX,CIDADE_14,UF10,PAGO
334,2025-11-27,CLIENTE_0334,PRODUTO_155,CATEGORIA_11,5,472.58,9,BOLETO,CIDADE_15,UF11,PENDENTE
335,2026-12-28,CLIENTE_0335,PRODUTO_156,CATEGORIA_12,6,473.95,10,CARTAO_DEBITO,CIDADE_16,UF12,CANCELADO
336,2024-01-01,CLIENTE_0336,PRODUTO_157,CATEGORIA_01,7,475.32,11,CARTAO_CREDITO,CIDADE_17,UF13,PAGO
337,2025-02-02,CLIENTE_0337,PRODUTO_158,CATEGORIA_02,8,476.69,12,PIX,CIDADE_18,UF14,PENDENTE
338,2026-03-03,CLIENTE_0338,PRODUTO_159,CATEGORIA_03,9,478.06,13,BOLETO,CIDADE_19,UF15,CANCELADO
339,2024-04-04,CLIENTE_0339,PRODUTO_160,CATEGORIA_04,10,479.43,14,CARTAO_DEBITO,CIDADE_20,UF16,PAGO
340,2025-05-05,CLIENTE_0340,PRODUTO_161,CATEGORIA_05,1,480.80,15,CARTAO_CREDITO,CIDADE_21,UF17,PENDENTE
341,2026-06-06,CLIENTE_0341,PRODUTO_162,CATEGORIA_06,2,482.17,16,PIX,CIDADE_22,UF18,CANCELADO
342,2024-07-07,CLIENTE_0342,PRODUTO_163,CATEGORIA_07,3,483.54,17,BOLETO,CIDADE_23,UF19,PAGO
343,2025-08-08,CLIENTE_0343,PRODUTO_164,CATEGORIA_08,4,484.91,18,CARTAO_DEBITO,CIDADE_24,UF20,PENDENTE
344,2026-09-09,CLIENTE_0344,PRODUTO_165,CATEGORIA_09,5,486.28,19,CARTAO_CREDITO,CIDADE_25,UF21,CANCELADO
345,2024-10-10,CLIENTE_0345,PRODUTO_166,CATEGORIA_10,6,487.65,20,PIX,CIDADE_26,UF22,PAGO
346,2025-11-11,CLIENTE_0346,PRODUTO_167,CATEGORIA_11,7,489.02,21,BOLETO,CIDADE_27,UF23,PENDENTE
347,2026-12-12,CLIENTE_0347,PRODUTO_168,CATEGORIA_12,8,490.39,22,CARTAO_DEBITO,CIDADE_28,UF24,CANCELADO
348,2024-01-13,CLIENTE_0348,PRODUTO_169,CATEGORIA_01,9,491.76,23,CARTAO_CREDITO,CIDADE_29,UF25,PAGO
349,2025-02-14,CLIENTE_0349,PRODUTO_170,CATEGORIA_02,10,493.13,24,PIX,CIDADE_30,UF26,PENDENTE
350,2026-03-15,CLIENTE_0350,PRODUTO_171,CATEGORIA_03,1,15.00,0,BOLETO,CIDADE_31,UF27,CANCELADO
351,2024-04-16,CLIENTE_0351,PRODUTO_172,CATEGORIA_04,2,16.37,1,CARTAO_DEBITO,CIDADE_32,UF01,PAGO
352,2025-05-17,CLIENTE_0352,PRODUTO_173,CATEGORIA_05,3,17.74,2,CARTAO_CREDITO,CIDADE_33,UF02,PENDENTE
353,2026-06-18,CLIENTE_0353,PRODUTO_174,CATEGORIA_06,4,19.11,3,PIX,CIDADE_34,UF03,CANCELADO
354,2024-07-19,CLIENTE_0354,PRODUTO_175,CATEGORIA_07,5,20.48,4,BOLETO,CIDADE_35,UF04,PAGO
355,2025-08-20,CLIENTE_0355,PRODUTO_176,CATEGORIA_08,6,21.85,5,CARTAO_DEBITO,CIDADE_36,UF05,PENDENTE
356,2026-09-21,CLIENTE_0356,PRODUTO_177,CATEGORIA_09,7,23.22,6,CARTAO_CREDITO,CIDADE_37,UF06,CANCELADO
357,2024-10-22,CLIENTE_0357,PRODUTO_178,CATEGORIA_10,8,24.59,7,PIX,CIDADE_38,UF07,PAGO
358,2025-11-23,CLIENTE_0358,PRODUTO_179,CATEGORIA_11,9,25.96,8,BOLETO,CIDADE_39,UF08,PENDENTE
359,2026-12-24,CLIENTE_0359,PRODUTO_180,CATEGORIA_12,10,27.33,9,CARTAO_DEBITO,CIDADE_40,UF09,CANCELADO
360,2024-01-25,CLIENTE_0360,PRODUTO_001,CATEGORIA_01,1,28.70,10,CARTAO_CREDITO,CIDADE_01,UF10,PAGO
361,2025-02-26,CLIENTE_0361,PRODUTO_002,CATEGORIA_02,2,30.07,11,PIX,CIDADE_02,UF11,PENDENTE
362,2026-03-27,CLIENTE_0362,PRODUTO_003,CATEGORIA_03,3,31.44,12,BOLETO,CIDADE_03,UF12,CANCELADO
363,2024-04-28,CLIENTE_0363,PRODUTO_004,CATEGORIA_04,4,32.81,13,CARTAO_DEBITO,CIDADE_04,UF13,PAGO
364,2025-05-01,CLIENTE_0364,PRODUTO_005,CATEGORIA_05,5,34.18,14,CARTAO_CREDITO,CIDADE_05,UF14,PENDENTE
365,2026-06-02,CLIENTE_0365,PRODUTO_006,CATEGORIA_06,6,35.55,15,PIX,CIDADE_06,UF15,CANCELADO
366,2024-07-03,CLIENTE_0366,PRODUTO_007,CATEGORIA_07,7,36.92,16,BOLETO,CIDADE_07,UF16,PAGO
367,2025-08-04,CLIENTE_0367,PRODUTO_008,CATEGORIA_08,8,38.29,17,CARTAO_DEBITO,CIDADE_08,UF17,PENDENTE
368,2026-09-05,CLIENTE_0368,PRODUTO_009,CATEGORIA_09,9,39.66,18,CARTAO_CREDITO,CIDADE_09,UF18,CANCELADO
369,2024-10-06,CLIENTE_0369,PRODUTO_010,CATEGORIA_10,10,41.03,19,PIX,CIDADE_10,UF19,PAGO
370,2025-11-07,CLIENTE_0370,PRODUTO_011,CATEGORIA_11,1,42.40,20,BOLETO,CIDADE_11,UF20,PENDENTE
371,2026-12-08,CLIENTE_0371,PRODUTO_012,CATEGORIA_12,2,43.77,21,CARTAO_DEBITO,CIDADE_12,UF21,CANCELADO
372,2024-01-09,CLIENTE_0372,PRODUTO_013,CATEGORIA_01,3,45.14,22,CARTAO_CREDITO,CIDADE_13,UF22,PAGO
373,2025-02-10,CLIENTE_0373,PRODUTO_014,CATEGORIA_02,4,46.51,23,PIX,CIDADE_14,UF23,PENDENTE
374,2026-03-11,CLIENTE_0374,PRODUTO_015,CATEGORIA_03,5,47.88,24,BOLETO,CIDADE_15,UF24,CANCELADO
375,2024-04-12,CLIENTE_0375,PRODUTO_016,CATEGORIA_04,6,49.25,0,CARTAO_DEBITO,CIDADE_16,UF25,PAGO
376,2025-05-13,CLIENTE_0376,PRODUTO_017,CATEGORIA_05,7,50.62,1,CARTAO_CREDITO,CIDADE_17,UF26,PENDENTE
377,2026-06-14,CLIENTE_0377,PRODUTO_018,CATEGORIA_06,8,51.99,2,PIX,CIDADE_18,UF27,CANCELADO
378,2024-07-15,CLIENTE_0378,PRODUTO_019,CATEGORIA_07,9,53.36,3,BOLETO,CIDADE_19,UF01,PAGO
379,2025-08-16,CLIENTE_0379,PRODUTO_020,CATEGORIA_08,10,54.73,4,CARTAO_DEBITO,CIDADE_20,UF02,PENDENTE
